0.68249434,0.57627356,0.2066153,0.5304865,
0.93347347,0.7245675,0.022539543,1.0,
0.6597918,0.6164745,0.5486957,0.72526854,
0.47931468,0.26592883,0.45356426,0.26592883,
1.0,0.40779695,0.21508801,0.6504272,
1.0,1.0,0.18436246,1.0,
0.8791307,0.27067313,0.3046647,0.8791307,
1.0,1.0,0.19016795,0.43320605,
1.0,1.0,0.27664164,1.0,
0.8388492,0.86354446,0.10900717,0.86354446,
0.41652742,0.3837621,0.13962337,0.07842342,
0.8627525,0.416749,0.40373594,0.4091154,
0.9520686,0.17715827,0.2023001,0.7906016,
1.0,1.0,0.15170135,0.6889753,
0.75882375,0.20865658,0.35792506,0.8923272,
0.43248424,0.43603274,0.33117455,0.2504242,
0.6603746,0.5512116,0.09305642,0.3763584,
0.7952623,0.71454877,0.34327427,0.56631196,
0.5557013,0.10046709,0.069164366,0.5933321,
0.86048937,0.11462467,0.055851806,0.7554655,
0.31487086,0.18996765,0.21823758,0.48923883,
0.93328804,0.350155,0.18361709,0.8815016,
0.66694355,0.419157,0.636652,0.8723651,
0.65290487,1.0,0.045429796,0.65290487,
0.34061998,0.3558646,0.24402863,0.3290496,
1.0,1.0,0.07109487,0.8420291,
0.865004,0.76030225,0.35815147,0.76030225,
0.78120816,0.67042696,1.0,1.0,
0.8712095,0.5193735,0.15772377,0.5618846,
1.0,0.091536775,0.07900133,0.82140994,
0.6341425,0.86876357,0.044068474,0.86876357,
1.0,0.58003914,0.21170549,0.5197675,
0.90299183,0.54704165,0.6151247,0.95755994,
0.7253106,0.7253106,0.15353711,0.25834736,
0.80705446,0.2770085,0.30789232,0.59453267,
0.5165262,1.0,0.6958479,0.5165262,
0.70904887,0.872346,0.076359995,0.79182714,
0.49952796,0.43665633,0.032782394,1.0,
0.5076034,0.2984426,0.29060832,0.33516684,
0.82389647,0.43041313,0.07482102,1.0,
1.0,0.97237694,0.2799419,0.9138036,
1.0,0.4441591,0.43479985,1.0,
1.0,0.71816176,0.14145437,0.47628805,
